,latitude,longitude,cluster_label,headline
40,25.77427,-80.19366,1,Miami resident suggests Zika precautions
41,28.03947,-81.9498,1,More Zika patients reported in Lakeland
42,25.77427,-80.19366,1,Zika Outbreak in South Miami
43,28.01888,-82.11469,1,Zika spreads to Plant City
44,25.93315,-80.16255,1,Zika Reported in North Miami Beach
45,26.46146,-80.07282,1,Zika Troubles come to Delray Beach
46,26.52535,-80.06643000000001,1,Zika symptoms spotted in Boynton Beach
47,32.78306,-96.80667,0,Dallas man comes down with case of Zika
48,29.763279999999998,-95.36327,0,Zika Concerns are Spreading in Houston
49,25.90175,-97.49748000000001,0,Brownsville teen contracts Zika virus
50,30.26715,-97.74306,0,More Zika patients reported in Austin
51,31.75872,-106.48693,0,El Paso fighting Zika
52,29.424120000000002,-98.49363000000001,0,Zika San Antonio Patient Speaks Out
53,30.07994,-95.41716,0,Spring break ruined by Zika in Fort Lauderdale
54,27.50641,-99.50754,0,Two more Zika cases confirmed in Laredo
55,27.80058,-97.39638000000001,0,Outbreak of Zika in Corpus Christi
56,30.224090000000004,-92.01984,0,Is Lafayette prepared to combat Zika?
57,32.2207,-98.20226,0,Outbreak of Zika in Stephenville
58,33.57786,-101.85517,0,Zika Virus Detected in Lubbock
59,34.17426,-97.14363,0,Zika-carrying mosquitoes discovered in Ardmore
60,33.15067,-96.82361,0,Frisco Woman Tests Positive For Zika Virus
61,26.19063,-97.6961,0,Zika Troubles come to Harlingen
62,32.735690000000005,-97.10807,0,Zika symptoms spotted in Arlington
63,32.44874,-99.73314,0,Zika case reported in Abilene
64,26.15952,-97.99084,0,Zika Outbreak in Weslaco
65,31.549329999999998,-97.14667,0,More Zika patients reported in Waco
66,32.95373,-96.89028,0,More Zika patients reported in Carrollton
67,33.04623,-96.99417,0,Zika spreads to Lewisville
68,31.134890000000002,-97.77561,0,Fort Hood Reports its First Zika Patient
69,32.72541,-97.32085,0,More Zika patients reported in Fort Worth
70,33.913709999999995,-98.49339,0,Zika Outbreak in Wichita Falls
71,32.715709999999994,-117.16471999999999,3,Key Zika Findings in San Diego Institute
72,37.77493,-122.41942,3,Zika Virus Reaches San Francisco
73,47.60621,-122.33207,3,"Seattle scientists get $500,000 grant to pursue Zika vaccine New 7:50 pm"
74,33.119209999999995,-117.08641999999999,3,Escondido neighborhood to get sprayed for Zika virus
75,37.52021,-122.2758,3,"Zika in Belmont, Belmont worry"
76,46.87215,-113.994,3,BREAKING – Zika in Missoula
77,34.063340000000004,-117.65088999999999,3,Zika Virus Arrives in Ontario
78,39.534909999999996,-119.75268999999999,3,Zika Virus Sparks 'International Concern'
79,34.09834,-118.32673999999999,3,Zika symptoms spotted in Hollywood
80,33.8303,-116.54529,3,Outbreak of Zika in Palm Springs
81,33.78779,-117.85311000000002,3,Zika arrives in Orange City
82,32.72532,-114.6244,3,Zika seminars in Yuma County
83,40.71427,-74.00596999999999,2,Could Zika Reach New York City?
84,39.29038,-76.61219,2,Baltimore plans for Zika virus
85,37.22793,-77.40193000000001,2,Zika Strikes St. Petersburg
86,42.129220000000004,-80.08506,2,Erie County sets Zika traps
87,42.13066,-70.91615999999999,2,Zika virus case reported in Rockland
88,39.11566,-77.5636,2,Outbreak of Zika in Leesburg
